,Supporter ID,Amount,Campaign Date,Campaign ID,days_since_last_donation,gender,region
30512,220174100,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
16716,207967158,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,52.0,M,North West
22408,208170153,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Yorkshire and Humber
22407,208170144,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
11168,207770638,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,304.0,nan,London
3339,207504706,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,613.0,F,South West
25173,208265425,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Scotland
11171,207770736,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),9.0,M,London
11241,207774862,42.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),272.0,M,South West
30527,220223221,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,East Midlands
955,207415550,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),875.0,nan,South East
9648,207724096,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,41.0,nan,East Midlands
3307,207503788,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,86.0,F,Yorkshire and Humber
6619,207618631,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,39.0,F,London
5137,207564295,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,East Midlands
30564,221952765,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,South West
13958,207866463,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),135.0,M,East Midlands
30563,221951183,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Eastern
25027,208260563,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South West
13959,207866539,100.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
16744,207967996,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,17.0,nan,South West
7512,207647122,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),38.0,M,London
30557,221928871,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
3419,207506198,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),22.0,F,Scotland
15070,207902012,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,215.0,M,North West
30409,219535383,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),7.0,nan,East Midlands
5135,207564265,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North
25186,208266484,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,X,South West
22421,208170596,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South East
9654,207724188,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,nan,East Midlands
27999,208356013,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,East Midlands
16739,207967956,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South West
30546,220257732,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Wales
16736,207967876,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,M,South West
30542,220249998,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,London
9683,207724707,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
25177,208265552,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),223.0,F,South East
30526,220222712,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,London
28020,208356799,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,nan
28082,208358184,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South East
25046,208261354,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,North
15097,207902925,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),272.0,F,nan
987,207416392,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,293.0,M,London
5125,207564062,42.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),271.0,M,East Midlands
16692,207966078,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,31.0,nan,South West
11200,207772253,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,North West
7497,207646544,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Wales
15096,207902881,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
16684,207965758,50.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South East
11204,207772689,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),482.0,M,Wales
28049,208357448,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,Yorkshire and Humber
6636,207619337,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),76.0,M,nan
16663,207965383,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,332.0,M,London
25098,208262964,2.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),29.0,M,South West
7491,207646354,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Eastern
7490,207646352,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),27.0,M,London
11208,207772753,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),482.0,F,Yorkshire and Humber
11209,207772925,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,103.0,nan,Wales
28056,208357572,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),47.0,M,nan
9676,207724560,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,549.0,M,nan
5887,207593410,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),482.0,F,Eastern
11216,207773649,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,53.0,F,nan
25079,208262745,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,273.0,M,South West
28061,208357717,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,549.0,nan,South East
30450,219540922,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,West Midlands
25073,208262366,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,North West
30447,219540905,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,South West
22377,208169341,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North West
7499,207646692,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,27.0,nan,South East
6629,207618960,60.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,35.0,nan,London
11219,207773857,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,156.0,nan,London
16698,207966116,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),178.0,M,Eastern
28023,208356800,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),289.0,M,South West
11232,207774666,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South East
22404,208170008,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South East
30427,219537711,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South West
9680,207724676,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),53.0,F,North
11178,207770809,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,45.0,nan,South West
7488,207646300,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South West
22370,208169132,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),325.0,M,South East
11227,207774380,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),168.0,nan,Wales
1003,207416567,25.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),518.0,nan,Scotland
11182,207771066,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,47.0,F,Yorkshire and Humber
15100,207903068,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,11.0,nan,South West
9679,207724616,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,nan,South West
7514,207647159,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,245.0,nan,London
25059,208261590,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),30.0,F,Scotland
11189,207771516,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,82.0,M,South West
28031,208357043,50.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
6626,207618761,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
25060,208261609,121.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),277.0,M,East Midlands
16657,207965297,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,London
14677,207888343,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Scotland
16661,207965347,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,London
28035,208357083,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),331.0,nan,South East
25114,208263608,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),332.0,M,East Midlands
16702,207966281,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),21.0,M,London
5127,207564070,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,F,South East
5108,207563827,60.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),26.0,M,nan
25112,208263562,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),480.0,M,North West
11186,207771386,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),29.0,nan,North West
9628,207723786,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,482.0,nan,South East
11156,207770187,50.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,121.0,F,London
22432,208170917,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,North West
30631,223941355,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,F,South East
14701,207888738,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,F,nan
24991,208259094,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South East
3246,207502071,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),7.0,M,London
11272,207775692,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,409.0,F,Yorkshire and Humber
11113,207768054,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,126.0,F,West Midlands
16796,207969769,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),54.0,F,East Midlands
16636,207964283,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Wales
15047,207901369,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Yorkshire and Humber
30627,223861998,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,East Midlands
5936,207594786,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),326.0,M,Eastern
25271,208270488,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,nan,Scotland
1066,207418939,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),182.0,nan,South East
7529,207647508,10.0,2022-01-31,211111 - MM - Raffle - Winter 2021,224.0,nan,Yorkshire and Humber
30625,223855852,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,East Midlands
24994,208259358,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South West
7528,207647508,20.0,2022-01-31,211111 - MM - Raffle - Winter 2021,0.0,nan,Yorkshire and Humber
3251,207502247,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,24.0,F,London
16785,207969246,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North
5358,207571925,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),170.0,F,London
9690,207724844,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Eastern
3266,207502712,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),46.0,F,West Midlands
16637,207964391,42.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,London
3267,207502763,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),220.0,M,East Midlands
12895,207820298,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,11.0,F,Eastern
15115,207903556,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South East
3441,207507335,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,321.0,M,Scotland
25285,208270978,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,North West
25001,208259685,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,223.0,M,North West
11273,207775744,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
25293,208271516,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),496.0,M,London
5188,207566162,50.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,364.0,M,Eastern
16819,207970333,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,F,East Midlands
16818,207970326,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South East
5945,207595146,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,59.0,M,North West
11096,207767717,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,105.0,F,London
12916,207820772,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,52.0,M,East Midlands
11277,207775941,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),8.0,F,East Midlands
22489,208174518,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,London
5183,207565772,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,140.0,F,Wales
25305,208272021,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North West
25304,208272011,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),47.0,nan,London
5182,207565711,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,118.0,M,London
16811,207970177,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),334.0,nan,Yorkshire and Humber
27914,208353719,60.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),26.0,nan,South West
3454,207507846,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,84.0,M,North West
27915,208353721,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South West
27916,208353813,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,North
13938,207865603,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,466.0,F,South East
5181,207565681,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North West
3453,207507738,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),21.0,F,Scotland
30660,224008585,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,175.0,M,South East
5376,207572775,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,nan,North West
5180,207565662,286.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),334.0,nan,London
22478,208173677,15.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),496.0,F,London
11105,207767912,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),223.0,F,London
937,207415121,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),285.0,M,South West
30652,223944771,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,F,London
5940,207595020,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,71.0,nan,Wales
22652,208180883,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),223.0,M,North West
9639,207723865,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,M,West Midlands
30393,219222994,50.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Yorkshire and Humber
3297,207503471,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),16.0,F,South East
3298,207503502,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,24.0,nan,South East
7066,207631591,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),496.0,F,Eastern
3299,207503690,20.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,39.0,M,Wales
16764,207968346,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,West Midlands
11142,207769083,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,South West
13950,207866267,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),326.0,F,East Midlands
13951,207866298,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Yorkshire and Humber
6613,207618442,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,78.0,M,South East
9643,207724054,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),626.0,nan,London
11147,207769376,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),57.0,M,Wales
27977,208355149,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),326.0,nan,North West
7484,207646172,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,421.0,F,Yorkshire and Humber
27979,208355232,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),323.0,F,South East
30576,223630512,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South West
13953,207866392,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),241.0,M,East Midlands
5874,207592853,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,20.0,nan,South West
13955,207866425,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Yorkshire and Humber
28096,208358464,30.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South West
11153,207769933,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,Yorkshire and Humber
5099,207563630,15.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,271.0,nan,North West
7517,207647237,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,West Midlands
3427,207506522,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,229.0,M,South West
16750,207968079,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),31.0,nan,Yorkshire and Humber
30571,223390179,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),55.0,M,Eastern
11155,207770100,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,272.0,F,London
1023,207416990,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),230.0,nan,North West
27971,208355058,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,London
11135,207768512,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,0.0,nan,Yorkshire and Humber
6610,207618374,13.0,2022-01-31,210405 - GEN - Donate National,277.0,nan,South West
947,207415378,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,312.0,M,Yorkshire and Humber
14696,207888624,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),244.0,M,Yorkshire and Humber
27956,208354459,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,London
14694,207888551,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,London
3274,207502951,23.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),254.0,M,Eastern
6605,207618070,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,20.0,M,Scotland
30599,223648244,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,Yorkshire and Humber
1046,207417796,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),666.0,F,Eastern
30597,223648232,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,South West
22446,208171312,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South East
7483,207646131,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),59.0,M,South West
30594,223648129,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,South East
9687,207724778,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),251.0,nan,South East
3280,207503138,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),262.0,nan,South East
16647,207964891,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,South East
30593,223648127,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,North West
3438,207507106,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,140.0,M,North West
30400,219534128,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,F,London
3281,207503156,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),119.0,nan,North
25237,208269339,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,F,South East
11132,207768387,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),38.0,F,West Midlands
11259,207775412,2.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),108.0,F,Scotland
1042,207417732,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),487.0,nan,West Midlands
3284,207503287,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,25.0,F,Yorkshire and Humber
6607,207618240,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,210.0,F,West Midlands
5144,207564514,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),142.0,nan,West Midlands
3289,207503338,5.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),245.0,nan,North
15063,207901914,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,London
5143,207564495,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,68.0,M,nan
25240,208269545,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,West Midlands
30294,216298254,13.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,M,Yorkshire and Humber
5298,207570193,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,96.0,M,North West
10931,207761210,3.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),326.0,M,West Midlands
7629,207650727,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,80.0,nan,Eastern
25913,208294736,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,nan
22659,208181200,20.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),,nan,Yorkshire and Humber
31169,227994644,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,38.0,M,London
25912,208294618,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,M,London
14638,207887037,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,F,West Midlands
6125,207602136,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,325.0,nan,Eastern
2746,207486462,10.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,45.0,F,London
5832,207590862,3.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,123.0,nan,West Midlands
30215,214262530,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,54.0,M,South West
1331,207428030,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,749.0,nan,Eastern
13709,207857227,10.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),62.0,M,East Midlands
27502,208343286,30.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,645.0,F,North West
27505,208343307,121.0,2022-01-31,220131 - GEN - Donate Anti-Tory Fight Fund (Digi Wallet),49.0,nan,London
25901,208294360,23.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,355.0,F,North West
28237,208362276,13.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Scotland
7627,207650649,3.0,2022-01-31,210405 - GEN - Donate National,147.0,F,London
27507,208343381,5.0,2022-01-31,211124 - GEN - Donate Anti-Tory Fight Fund,,nan,Scotland
